"key";"form";"instruction";"en";"nl";"af";"sq";"am";"ar";"hy";"as";"az";"eu";"be";"bn";"bs";"bg";"my";"ca";"zh";"hr";"cs";"da";"et";"fo";"fi";"fr";"gl";"ka";"de";"el";"gu";"he";"hi";"hu";"is";"id";"ga";"it";"ja";"kn";"kk";"km";"ko";"lo";"lv";"lt";"mk";"ms";"ml";"mr";"mn";"ne";"nb";"or";"fa";"pl";"pt";"pa";"ro";"ru";"sr";"si";"sk";"sl";"es";"sw";"sv";"ta";"te";"th";"bo";"tr";"uk";"ur";"ug";"uz";"vi";"cy";"zu"
"topic.addition.detail";"";"The one-line explanation under a topic button. Aim for 28 characters or fewer.";"Addition only";"Alleen optellen";"Net optel";"Vetëm mbledhje";"መደመር ብቻ";"الجمع فقط";"Միայն գումարում";"কেৱল যোগ";"Yalnız toplama";"Batuketak bakarrik";"Толькі складанне";"শুধু যোগ";"Samo sabiranje";"Само събиране";"ပေါင်းတာပဲ";"Només sumes";"只有加法";"Samo zbrajanje";"Jen sčítání";"Kun plus";"Ainult liitmine";"Bara pluss";"Vain yhteenlaskua";"Addition seulement";"Só sumar";"მხოლოდ მიმატება";"Nur Addition";"Μόνο πρόσθεση";"ફક્ત સરવાળો";"רק חיבור";"सिर्फ जोड़";"Csak összeadás";"Aðeins samlagning";"Hanya penjumlahan";"Suimiú amháin";"Solo addizioni";"たし算だけ";"ಕೂಡಿಸುವುದು ಮಾತ್ರ";"Тек қосу";"បូកតែប៉ុណ្ណោះ";"덧셈만";"ບວກເທົ່ານັ້ນ";"Tikai saskaitīšana";"Tik sudėtis";"Само собирање";"Tambah sahaja";"കൂട്ടൽ മാത്രം";"फक्त बेरीज";"Зөвхөн нэмэх";"जोड मात्र";"Bare addisjon";"କେବଳ ଯୋଗ";"فقط جمع";"Tylko dodawanie";"Só somar";"ਸਿਰਫ਼ ਜੋੜ";"Doar adunări";"Только сложение";"Samo sabiranje";"එකතු කිරීම පමණයි";"Len sčítanie";"Samo seštevanje";"Solo sumas";"Kujumlisha tu";"Bara addition";"கூட்டல் மட்டும்";"కూడిక మాత్రమే";"เฉพาะการบวก";"སྣོན་པ་ཁོ་ན";"Sadece toplama";"Лише додавання";"صرف جمع";"پەقەت قوشۇش";"Faqat qo‘shish";"Chỉ phép cộng";"Adio yn unig";"Ukuhlanganisa kuphela"
"topic.fractions";"";"A small button or pill in the menu. One line, no wrapping — the tightest spots in the app. Aim for 12 characters or fewer.";"Fractions";"Breuken";"Breuke";"Thyesa";"ክፍልፋዮች";"الكسور";"Կոտորակներ";"ভগ্নাংশ";"Kəsrlər";"Zatikiak";"Дробы";"ভগ্নাংশ";"Razlomci";"Дроби";"အပိုင်းကိန်း";"Fraccions";"分数";"Razlomci";"Zlomky";"Brøker";"Murrud";"Brot";"Murtoluvut";"Fractions";"Fraccións";"წილადები";"Brüche";"Κλάσματα";"અપૂર્ણાંક";"שברים";"भिन्न";"Törtek";"Brot";"Pecahan";"Codáin";"Frazioni";"分数";"ಭಿನ್ನರಾಶಿಗಳು";"Бөлшектер";"ប្រភាគ";"분수";"ເສດສ່ວນ";"Daļas";"Trupmenos";"Дропки";"Pecahan";"ഭിന്നങ്ങൾ";"अपूर्णांक";"Бутархай";"भिन्न";"Brøk";"ଭଗ୍ନାଂଶ";"کسرها";"Ułamki";"Frações";"ਭਿੰਨਾਂ";"Fracții";"Дроби";"Razlomci";"භාග";"Zlomky";"Ulomki";"Fracciones";"Sehemu";"Bråk";"பின்னங்கள்";"భిన్నాలు";"เศษส่วน";"ཆ་ཤས";"Kesirler";"Дроби";"کسر";"كەسىرلەر";"Kasrlar";"Phân số";"Ffracsiynau";"Amafrakshini"
"topic.fractions.detail";"";"The one-line explanation under a topic button. Aim for 28 characters or fewer.";"Division only";"Alleen delen";"Net deel";"Vetëm pjesëtim";"መካፈል ብቻ";"القسمة فقط";"Միայն բաժանում";"কেৱল ভাগ";"Yalnız bölmə";"Zatiketak bakarrik";"Толькі дзяленне";"শুধু ভাগ";"Samo dijeljenje";"Само деление";"စားတာပဲ";"Només divisions";"只有除法";"Samo dijeljenje";"Jen dělení";"Kun division";"Ainult jagamine";"Bara deiling";"Vain jakolaskua";"Division seulement";"Só dividir";"მხოლოდ გაყოფა";"Nur Division";"Μόνο διαίρεση";"ફક્ત ભાગાકાર";"רק חילוק";"सिर्फ भाग";"Csak osztás";"Aðeins deiling";"Hanya pembagian";"Roinnt amháin";"Solo divisioni";"わり算だけ";"ಭಾಗಿಸುವುದು ಮಾತ್ರ";"Тек бөлу";"ចែកតែប៉ុណ្ណោះ";"나눗셈만";"ຫານເທົ່ານັ້ນ";"Tikai dalīšana";"Tik dalyba";"Само делење";"Bahagi sahaja";"ഹരണം മാത്രം";"फक्त भागाकार";"Зөвхөн хуваах";"भाग मात्र";"Bare divisjon";"କେବଳ ଭାଗ";"فقط تقسیم";"Tylko dzielenie";"Só dividir";"ਸਿਰਫ਼ ਭਾਗ";"Doar împărțiri";"Только деление";"Samo deljenje";"බෙදීම පමණයි";"Len delenie";"Samo deljenje";"Solo divisiones";"Kugawanya tu";"Bara division";"வகுத்தல் மட்டும்";"భాగహారం మాత్రమే";"เฉพาะการหาร";"བགོ་བ་ཁོ་ན";"Sadece bölme";"Лише ділення";"صرف تقسیم";"پەقەت بۆلۈش";"Faqat bo‘lish";"Chỉ phép chia";"Rhannu yn unig";"Ukuhlukanisa kuphela"
"topic.mixed";"";"A small button or pill in the menu. One line, no wrapping — the tightest spots in the app. Aim for 12 characters or fewer.";"Supermix";"Supermix";"Supermengsel";"Supermix";"ሱፐርሚክስ";"مزيج خارق";"Սուպերմիքս";"ছুপাৰমিক্স";"Superqarışıq";"Supermix";"Супермікс";"সুপারমিক্স";"Supermiks";"Супермикс";"အကုန်ရော";"Supermix";"超级混合";"Supermiks";"Supermix";"Supermix";"Supermix";"Supermix";"Supermix";"Supermix";"Supermix";"სუპერმიქსი";"Supermix";"Σούπερ μιξ";"સુપરમિક્સ";"סופרמיקס";"सुपरमिक्स";"Szupermix";"Ofurblanda";"Supermix";"Sár-mheascán";"Supermix";"スーパーミックス";"ಸೂಪರ್‌ಮಿಕ್ಸ್";"Супераралас";"Supermix";"슈퍼믹스";"ຊູເປີມິກ";"Supermix";"Supermišinys";"Супермикс";"Supermix";"സൂപ്പർമിക്സ്";"सुपरमिक्स";"Супермикс";"सुपरमिक्स";"Supermiks";"ସୁପରମିକ୍ସ";"سوپرمیکس";"Supermix";"Supermix";"ਸੁਪਰਮਿਕਸ";"Supermix";"Супермикс";"Supermiks";"සුපර්මික්ස්";"Supermix";"Supermix";"Supermix";"Mchanganyiko";"Supermix";"சூப்பர் மிக்ஸ்";"సూపర్‌మిక్స్";"ซูเปอร์มิกซ์";"Supermix";"Süper miks";"Супермікс";"سپر مکس";"Supermix";"Supermix";"Siêu trộn";"Cymysgedd";"Ingxube"
"topic.mixed.detail";"";"The one-line explanation under a topic button. Aim for 28 characters or fewer.";"Mixed operations";"Gemengde sommen";"Gemengde bewerkings";"Veprime të përziera";"የተቀላቀሉ ስሌቶች";"عمليات مختلطة";"Խառը գործողություններ";"মিহলি অংক";"Qarışıq əməllər";"Eragiketa nahasiak";"Розныя дзеянні";"মিশ্র অঙ্ক";"Mješoviti zadaci";"Смесени действия";"ပေါင်းနုတ်မြှောက်စား ရော";"Operacions barrejades";"混合运算";"Miješane operacije";"Mix příkladů";"Blandede regnestykker";"Segatehted";"Blandaðar uppgávur";"Sekalaskuja";"Calculs mélangés";"Contas mesturadas";"შერეული მოქმედებები";"Gemischte Aufgaben";"Μικτές πράξεις";"મિક્સ દાખલા";"פעולות מעורבות";"मिले-जुले सवाल";"Vegyes műveletek";"Blandaðar aðgerðir";"Operasi campuran";"Oibríochtaí measctha";"Operazioni miste";"いろんな計算";"ಮಿಶ್ರ ಲೆಕ್ಕಗಳು";"Аралас амалдар";"លំហាត់ចម្រុះ";"섞인 연산";"ໂຈດປົນກັນ";"Jaukti uzdevumi";"Mišrūs veiksmai";"Мешани задачи";"Operasi bercampur";"കലർന്ന കണക്കുകൾ";"मिश्र गणिते";"Холимог үйлдэл";"मिश्रित हिसाब";"Blandede regnearter";"ମିଶ୍ରିତ ସମ";"عملیات ترکیبی";"Różne działania";"Contas misturadas";"ਮਿਲੇ-ਜੁਲੇ ਹਿਸਾਬ";"Operații mixte";"Разные действия";"Mešane računske radnje";"මිශ්‍ර ගණන්";"Zmiešané príklady";"Mešani računi";"Operaciones mixtas";"Hesabu mchanganyiko";"Blandade räknesätt";"கலந்த கணக்குகள்";"కలగలిపిన లెక్కలు";"โจทย์แบบผสม";"རྩིས་མཉམ་བསྲེས";"Karışık işlemler";"Різні дії";"ملے جلے سوال";"ئارىلاش ئەمەللەر";"Aralash amallar";"Nhiều phép tính";"Symiau cymysg";"Izibalo ezixubile"
"topic.percentages";"";"A small button or pill in the menu. One line, no wrapping — the tightest spots in the app. Aim for 15 characters or fewer.";"Percentages";"Procenten";"Persentasies";"Përqindje";"መቶኛ";"النسب المئوية";"Տոկոսներ";"শতাংশ";"Faizlər";"Ehunekoak";"Працэнты";"শতাংশ";"Procenti";"Проценти";"ရာခိုင်နှုန်း";"Percentatges";"百分数";"Postoci";"Procenta";"Procenter";"Protsendid";"Prosent";"Prosentit";"Pourcentages";"Porcentaxes";"პროცენტები";"Prozente";"Ποσοστά";"ટકા";"אחוזים";"प्रतिशत";"Százalékok";"Prósentur";"Persentase";"Céatadáin";"Percentuali";"パーセント";"ಶೇಕಡಾ";"Пайыздар";"ភាគរយ";"백분율";"ເປີເຊັນ";"Procenti";"Procentai";"Проценти";"Peratus";"ശതമാനം";"टक्केवारी";"Хувь";"प्रतिशत";"Prosent";"ଶତକଡ଼ା";"درصدها";"Procenty";"Percentagens";"ਪ੍ਰਤੀਸ਼ਤ";"Procente";"Проценты";"Procenti";"ප්‍රතිශත";"Percentá";"Odstotki";"Porcentajes";"Asilimia";"Procent";"சதவீதங்கள்";"శాతాలు";"เปอร์เซ็นต์";"བརྒྱ་ཆ";"Yüzdeler";"Відсотки";"فیصد";"پىرسەنت";"Foizlar";"Phần trăm";"Canrannau";"Amaphesenti"
"topic.percentages.detail";"";"The one-line explanation under a topic button. Aim for 28 characters or fewer.";"Percentages only";"Alleen percentages";"Net persentasies";"Vetëm përqindje";"መቶኛ ብቻ";"النسب المئوية فقط";"Միայն տոկոսներ";"কেৱল শতাংশ";"Yalnız faizlər";"Ehunekoak bakarrik";"Толькі працэнты";"শুধু শতাংশ";"Samo procenti";"Само проценти";"ရာခိုင်နှုန်းပဲ";"Només percentatges";"只有百分数";"Samo postoci";"Jen procenta";"Kun procenter";"Ainult protsendid";"Bara prosent";"Vain prosentteja";"Pourcentages seulement";"Só porcentaxes";"მხოლოდ პროცენტები";"Nur Prozente";"Μόνο ποσοστά";"ફક્ત ટકા";"רק אחוזים";"सिर्फ प्रतिशत";"Csak százalékok";"Aðeins prósentur";"Hanya persentase";"Céatadáin amháin";"Solo percentuali";"パーセントだけ";"ಶೇಕಡಾ ಮಾತ್ರ";"Тек пайыздар";"ភាគរយតែប៉ុណ្ណោះ";"백분율만";"ເປີເຊັນເທົ່ານັ້ນ";"Tikai procenti";"Tik procentai";"Само проценти";"Peratus sahaja";"ശതമാനം മാത്രം";"फक्त टक्केवारी";"Зөвхөн хувь";"प्रतिशत मात्र";"Bare prosent";"କେବଳ ଶତକଡ଼ା";"فقط درصد";"Tylko procenty";"Só percentagens";"ਸਿਰਫ਼ ਪ੍ਰਤੀਸ਼ਤ";"Doar procente";"Только проценты";"Samo procenti";"ප්‍රතිශත පමණයි";"Len percentá";"Samo odstotki";"Solo porcentajes";"Asilimia tu";"Bara procent";"சதவீதம் மட்டும்";"శాతాలు మాత్రమే";"เฉพาะเปอร์เซ็นต์";"བརྒྱ་ཆ་ཁོ་ན";"Sadece yüzdeler";"Лише відсотки";"صرف فیصد";"پەقەت پىرسەنت";"Faqat foizlar";"Chỉ phần trăm";"Canrannau yn unig";"Amaphesenti kuphela"
"topic.subtraction";"";"A small button or pill in the menu. One line, no wrapping — the tightest spots in the app. Aim for 15 characters or fewer.";"Subtraction";"Aftrekken";"Aftrek";"Zbritje";"መቀነስ";"الطرح";"Հանում";"বিয়োগ";"Çıxma";"Kenketa";"Адніманне";"বিয়োগ";"Oduzimanje";"Изваждане";"နုတ်ခြင်း";"Resta";"减法";"Oduzimanje";"Odčítání";"Minus";"Lahutamine";"Minus";"Vähennyslasku";"Soustraction";"Restar";"გამოკლება";"Subtraktion";"Αφαίρεση";"બાદબાકી";"חיסור";"घटाव";"Kivonás";"Frádráttur";"Pengurangan";"Dealú";"Sottrazione";"ひき算";"ಕಳೆಯುವುದು";"Азайту";"ដក";"뺄셈";"ລົບ";"Atņemšana";"Atimtis";"Одземање";"Tolak";"കുറയ്ക്കൽ";"वजाबाकी";"Хасах";"घटाउ";"Subtraksjon";"ବିୟୋଗ";"تفریق";"Odejmowanie";"Subtrair";"ਘਟਾਓ";"Scăderi";"Вычитание";"Oduzimanje";"අඩු කිරීම";"Odčítanie";"Odštevanje";"Restas";"Kutoa";"Subtraktion";"கழித்தல்";"తీసివేత";"การลบ";"འཐེན་པ";"Çıkarma";"Віднімання";"تفریق";"ئېلىش";"Ayirish";"Phép trừ";"Tynnu";"Ukususa"
"topic.subtraction.detail";"";"The one-line explanation under a topic button. Aim for 28 characters or fewer.";"Subtraction only";"Alleen aftrekken";"Net aftrek";"Vetëm zbritje";"መቀነስ ብቻ";"الطرح فقط";"Միայն հանում";"কেৱল বিয়োগ";"Yalnız çıxma";"Kenketak bakarrik";"Толькі адніманне";"শুধু বিয়োগ";"Samo oduzimanje";"Само изваждане";"နုတ်တာပဲ";"Només restes";"只有减法";"Samo oduzimanje";"Jen odčítání";"Kun minus";"Ainult lahutamine";"Bara minus";"Vain vähennyslaskua";"Soustraction seulement";"Só restar";"მხოლოდ გამოკლება";"Nur Subtraktion";"Μόνο αφαίρεση";"ફક્ત બાદબાકી";"רק חיסור";"सिर्फ घटाव";"Csak kivonás";"Aðeins frádráttur";"Hanya pengurangan";"Dealú amháin";"Solo sottrazioni";"ひき算だけ";"ಕಳೆಯುವುದು ಮಾತ್ರ";"Тек азайту";"ដកតែប៉ុណ្ណោះ";"뺄셈만";"ລົບເທົ່ານັ້ນ";"Tikai atņemšana";"Tik atimtis";"Само одземање";"Tolak sahaja";"കുറയ്ക്കൽ മാത്രം";"फक्त वजाबाकी";"Зөвхөн хасах";"घटाउ मात्र";"Bare subtraksjon";"କେବଳ ବିୟୋଗ";"فقط تفریق";"Tylko odejmowanie";"Só subtrair";"ਸਿਰਫ਼ ਘਟਾਓ";"Doar scăderi";"Только вычитание";"Samo oduzimanje";"අඩු කිරීම පමණයි";"Len odčítanie";"Samo odštevanje";"Solo restas";"Kutoa tu";"Bara subtraktion";"கழித்தல் மட்டும்";"తీసివేత మాత్రమే";"เฉพาะการลบ";"འཐེན་པ་ཁོ་ན";"Sadece çıkarma";"Лише віднімання";"صرف تفریق";"پەقەت ئېلىش";"Faqat ayirish";"Chỉ phép trừ";"Tynnu yn unig";"Ukususa kuphela"
"topic.tables";"";"A small button or pill in the menu. One line, no wrapping — the tightest spots in the app. Aim for 12 characters or fewer.";"Tables";"Tafels";"Tafels";"Tabelat";"ማባዣ ሰንጠረዦች";"الجداول";"Աղյուսակներ";"নামতা";"Vurma";"Taulak";"Табліцы";"নামতা";"Tablice";"Таблици";"အမြှောက်ဇယား";"Taules";"乘法表";"Tablice";"Násobení";"Tabeller";"Korrutustabel";"Tabellir";"Kertotaulut";"Tables";"Táboas";"ტაბულები";"Malreihen";"Προπαίδεια";"પાડા";"כפל";"पहाड़े";"Szorzótábla";"Töflur";"Perkalian";"Táblaí";"Tabelline";"九九";"ಪಾಠಗಳು";"Кестелер";"តារាងគុណ";"구구단";"ສູດຄູນ";"Reizrēķins";"Daugyba";"Таблички";"Sifir";"ഗുണനപ്പട്ടിക";"पाढे";"Хүрд";"पहाडा";"Ganging";"ନାମତା";"جدول ضرب";"Tabliczki";"Tabuadas";"ਪਹਾੜੇ";"Table";"Таблицы";"Tablice";"ගුණන වගු";"Násobilka";"Poštevanka";"Tablas";"Jedwali";"Tabeller";"வாய்ப்பாடுகள்";"పట్టికలు";"สูตรคูณ";"སྒྱུར་རེའུ";"Çarpım";"Множення";"پہاڑے";"جەدۋەل";"Karralar";"Bảng nhân";"Tablau";"Amathebula"
"topic.tables.detail";"";"The one-line explanation under a topic button. Aim for 30 characters or fewer.";"Multiplication only";"Alleen vermenigvuldigen";"Net vermenigvuldig";"Vetëm shumëzim";"ማባዛት ብቻ";"الضرب فقط";"Միայն բազմապատկում";"কেৱল পূৰণ";"Yalnız vurma";"Biderketak bakarrik";"Толькі множанне";"শুধু গুণ";"Samo množenje";"Само умножение";"မြှောက်တာပဲ";"Només multiplicacions";"只有乘法";"Samo množenje";"Jen násobení";"Kun gange";"Ainult korrutamine";"Bara falda við";"Vain kertolaskua";"Multiplication seulement";"Só multiplicar";"მხოლოდ გამრავლება";"Nur Multiplikation";"Μόνο πολλαπλασιασμός";"ફક્ત ગુણાકાર";"רק כפל";"सिर्फ गुणा";"Csak szorzás";"Aðeins margföldun";"Hanya perkalian";"Iolrú amháin";"Solo moltiplicazioni";"かけ算だけ";"ಗುಣಿಸುವುದು ಮಾತ್ರ";"Тек көбейту";"គុណតែប៉ុណ្ណោះ";"곱셈만";"ຄູນເທົ່ານັ້ນ";"Tikai reizināšana";"Tik daugyba";"Само множење";"Darab sahaja";"ഗുണനം മാത്രം";"फक्त गुणाकार";"Зөвхөн үржүүлэх";"गुणा मात्र";"Bare multiplikasjon";"କେବଳ ଗୁଣ";"فقط ضرب";"Tylko mnożenie";"Só multiplicar";"ਸਿਰਫ਼ ਗੁਣਾ";"Doar înmulțiri";"Только умножение";"Samo množenje";"ගුණ කිරීම පමණයි";"Len násobenie";"Samo množenje";"Solo multiplicaciones";"Kuzidisha tu";"Bara multiplikation";"பெருக்கல் மட்டும்";"గుణకారం మాత్రమే";"เฉพาะการคูณ";"སྒྱུར་བ་ཁོ་ན";"Sadece çarpma";"Лише множення";"صرف ضرب";"پەقەت كۆپەيتىش";"Faqat ko‘paytirish";"Chỉ phép nhân";"Lluosi yn unig";"Ukuphindaphinda kuphela"
